,image,xmin,ymin,xmax,ymax,class
1701,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,152,225,187,237,Softdrusen
1702,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,196,229,206,239,Harddrusen
1703,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,255,228,319,242,SoftdrusenPED
1704,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,324,230,342,240,Softdrusen
1705,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,355,224,391,235,Softdrusen
1706,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,396,214,418,233,SoftdrusenPED
1707,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,428,190,469,234,SoftdrusenPED
1708,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,493,178,512,194,SoftdrusenPED
1709,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,222,226,232,238,Harddrusen
1710,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,420,195,439,228,PRlayerdisruption
1711,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,291,212,310,246,Choroidalfolds
1712,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,353,209,390,241,Choroidalfolds
1713,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,390,204,418,240,Choroidalfolds
1714,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,429,182,458,233,SoftdrusenPED
1715,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 7.png,481,163,512,208,SoftdrusenPED
1716,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,72,179,132,211,Choroidalfolds
1717,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,426,179,447,216,PRlayerdisruption
1718,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,446,174,480,206,SoftdrusenPED
1719,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,406,198,425,216,Softdrusen
1720,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,362,209,401,221,Softdrusen
1721,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,85,193,122,206,Softdrusen
1722,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,155,213,187,224,Softdrusen
1723,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,244,207,327,230,SoftdrusenPED
1724,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,196,217,206,227,Harddrusen
1725,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,150,200,185,226,Choroidalfolds
1726,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,250,200,296,233,Choroidalfolds
1727,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,296,200,319,227,Choroidalfolds
1728,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,361,195,402,227,Choroidalfolds
1729,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,406,192,430,222,SoftdrusenPED
1730,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 8.png,445,164,476,206,SoftdrusenPED
1731,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,76,171,117,206,Choroidalfolds
1732,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,140,194,193,224,Choroidalfolds
1733,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,236,217,319,232,SoftdrusenPED
1734,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,362,212,407,226,SoftdrusenPED
1735,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,413,206,429,222,SoftdrusenPED
1736,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,455,183,476,208,SoftdrusenPED
1737,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,471,244,481,254,SoftdrusenPED
1738,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,438,184,455,217,PRlayerdisruption
1739,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,147,206,180,217,Softdrusen
1740,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,73,187,109,200,Softdrusen
1741,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,200,206,244,235,Choroidalfolds
1742,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,254,197,277,223,Choroidalfolds
1743,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,278,197,294,227,Choroidalfolds
1744,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,293,199,319,229,Choroidalfolds
1745,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,362,199,406,228,Choroidalfolds
1746,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,407,192,433,228,Choroidalfolds
1747,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 9.png,452,171,480,213,SoftdrusenPED
1748,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,258,186,270,214,Harddrusen
1749,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,380,192,423,230,Choroidalfolds
1750,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,381,206,420,219,SoftdrusenPED
1751,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,426,191,470,215,SoftdrusenPED
1752,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,502,166,512,186,Softdrusen
1753,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,437,280,447,290,Softdrusen
1754,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,314,213,330,223,Harddrusen
1755,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,285,207,297,217,Harddrusen
1756,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,262,197,273,209,Harddrusen
1757,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,275,201,285,211,Harddrusen
1758,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,226,196,236,206,Harddrusen
1759,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,205,187,216,200,Harddrusen
1760,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,170,183,181,198,Harddrusen
1761,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,134,182,145,197,Harddrusen
1762,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,105,182,116,194,Harddrusen
1763,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,350,207,360,217,Harddrusen
1764,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,426,178,467,221,Choroidalfolds
1765,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 17.png,494,158,512,196,SoftdrusenPED
1766,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,167,183,181,213,Harddrusen
1767,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,386,195,424,227,Choroidalfolds
1768,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,449,182,471,215,Softdrusen
1769,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,385,208,422,224,Softdrusen
1770,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,446,196,473,209,Softdrusen
1771,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,479,188,501,202,Softdrusen
1772,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,355,219,365,230,Harddrusen
1773,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,318,216,328,228,Harddrusen
1774,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,329,219,340,230,Harddrusen
1775,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,306,214,316,224,Harddrusen
1776,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,279,209,290,219,Harddrusen
1777,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,296,211,307,221,Harddrusen
1778,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,251,206,261,218,Harddrusen
1779,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,236,199,247,210,Harddrusen
1780,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,205,195,216,205,Harddrusen
1781,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,152,192,162,202,Harddrusen
1782,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,74,182,85,192,Harddrusen
1783,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,99,190,109,200,Harddrusen
1784,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,184,195,194,205,Harddrusen
1785,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,195,194,205,204,Harddrusen
1786,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 18.png,473,177,497,214,Softdrusen
1787,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,190,190,206,216,Harddrusen
1788,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,223,194,243,222,Harddrusen
1789,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,265,202,276,234,Harddrusen
1790,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,279,203,296,233,Harddrusen
1791,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,401,216,426,230,Softdrusen
1792,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,481,198,501,209,Softdrusen
1793,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,460,208,471,220,Harddrusen
1794,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,442,213,452,223,Harddrusen
1795,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,354,227,364,237,Harddrusen
1796,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,344,229,354,239,Harddrusen
1797,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,287,218,297,228,Harddrusen
1798,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,277,218,287,228,Harddrusen
1799,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,263,213,274,223,Harddrusen
1800,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,254,212,264,222,Harddrusen
1801,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,248,210,258,220,Harddrusen
1802,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,231,207,242,217,Harddrusen
1803,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,197,202,207,212,Harddrusen
1804,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,160,199,170,209,Harddrusen
1805,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,136,200,147,210,Harddrusen
1806,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,297,221,308,231,Harddrusen
1807,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,500,181,512,198,PRlayerdisruption
1808,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,403,202,422,235,Choroidalfolds
1809,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 19.png,439,200,453,228,Harddrusen
1810,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,458,182,498,229,SoftdrusenPED
1811,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,299,211,315,240,Harddrusen
1812,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,399,201,439,233,Choroidalfolds
1813,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,460,196,499,223,SoftdrusenPED
1814,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,401,213,436,229,SoftdrusenPED
1815,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,302,220,315,234,Softdrusen
1816,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,238,214,249,225,Softdrusen
1817,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,167,201,178,211,Harddrusen
1818,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,326,224,337,235,Harddrusen
1819,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,280,221,290,231,Harddrusen
1820,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,262,216,273,228,Harddrusen
1821,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,226,213,236,223,Harddrusen
1822,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,312,282,322,292,Harddrusen
1823,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,190,204,200,214,Harddrusen
1824,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,211,209,221,219,Harddrusen
1825,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,146,205,158,215,Harddrusen
1826,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,153,232,163,242,Harddrusen
1827,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,118,205,130,215,Harddrusen
1828,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,182,202,192,212,Harddrusen
1829,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,279,207,289,241,Harddrusen
1830,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,259,202,274,235,Harddrusen
1831,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,237,199,248,233,Harddrusen
1832,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,189,191,199,219,Harddrusen
1833,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 27.png,163,188,174,216,Harddrusen
1834,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,466,202,492,248,SoftdrusenPED
1835,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,407,213,442,246,Choroidalfolds
1836,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,295,223,312,253,Harddrusen
1837,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,263,214,278,247,SoftdrusenPED
1838,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,227,205,248,239,SoftdrusenPED
1839,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,465,213,499,237,SoftdrusenPED
1840,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,411,226,446,240,SoftdrusenPED
1841,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,264,226,278,244,SoftdrusenPED
1842,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,231,218,246,234,SoftdrusenPED
1843,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,197,211,213,228,SoftdrusenPED
1844,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,168,212,180,227,SoftdrusenPED
1845,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,298,233,312,247,Softdrusen
1846,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,353,238,369,250,Softdrusen
1847,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,326,239,337,249,Harddrusen
1848,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,257,226,267,236,Harddrusen
1849,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,151,213,161,223,Harddrusen
1850,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,120,214,130,224,Harddrusen
1851,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,136,213,147,223,Harddrusen
1852,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,106,213,117,223,Harddrusen
1853,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,287,234,297,245,Harddrusen
1854,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,84,204,94,214,Harddrusen
1855,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,194,199,214,233,SoftdrusenPED
1856,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 28.png,167,195,182,230,SoftdrusenPED
1857,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,167,202,181,237,SoftdrusenPED
1858,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,196,206,209,240,SoftdrusenPED
1859,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,223,214,234,244,Harddrusen
1860,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,250,212,263,247,SoftdrusenPED
1861,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,271,221,282,251,Harddrusen
1862,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,466,222,505,259,SoftdrusenPED
1863,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,416,232,465,249,SoftdrusenPED
1864,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,299,236,310,249,Softdrusen
1865,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,275,235,285,248,Softdrusen
1866,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,224,226,234,240,Softdrusen
1867,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,252,231,264,247,SoftdrusenPED
1868,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,198,221,209,235,Softdrusen
1869,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,168,210,182,230,SoftdrusenPED
1870,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,241,231,251,241,Harddrusen
1871,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,215,228,225,238,Harddrusen
1872,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,150,221,160,231,Harddrusen
1873,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,134,220,145,230,Harddrusen
1874,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,120,219,130,229,Harddrusen
1875,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,188,221,198,231,Harddrusen
1876,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,228,265,238,275,Harddrusen
1877,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,296,227,309,252,Harddrusen
1878,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,411,219,445,253,Choroidalfolds
1879,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,468,208,498,250,SoftdrusenPED
1880,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 29.png,447,212,466,252,Choroidalfolds
1881,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,156,198,166,224,Harddrusen
1882,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,192,194,207,230,SoftdrusenPED
1883,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,239,199,270,238,SoftdrusenPED
1884,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,269,207,286,239,SoftdrusenPED
1885,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,295,221,309,246,Harddrusen
1886,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,478,215,511,237,SoftdrusenPED
1887,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,418,223,470,242,SoftdrusenPED
1888,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,243,212,269,234,SoftdrusenPED
1889,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,193,206,211,228,SoftdrusenPED
1890,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,273,217,283,236,SoftdrusenPED
1891,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,298,230,310,244,Softdrusen
1892,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,216,220,226,231,Softdrusen
1893,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,111,210,122,220,Harddrusen
1894,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,128,210,138,220,Harddrusen
1895,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,140,212,151,222,Harddrusen
1896,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,149,210,159,220,Harddrusen
1897,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,159,210,169,221,Harddrusen
1898,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,90,204,100,214,Harddrusen
1899,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,177,271,187,281,Harddrusen
1900,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,175,211,186,221,Harddrusen
1901,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,229,222,239,232,Harddrusen
1902,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,418,210,449,245,Choroidalfolds
1903,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,475,204,502,246,SoftdrusenPED
1904,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,123,199,134,222,Harddrusen
1905,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 30.png,450,209,469,247,Choroidalfolds
1906,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,169,187,180,225,Softdrusen
1907,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,254,211,266,242,Harddrusen
1908,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,269,206,315,248,Choroidalfolds
1909,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,317,218,327,247,Harddrusen
1910,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,390,210,421,239,Choroidalfolds
1911,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,425,195,469,237,Choroidalfolds
1912,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,274,217,313,243,SoftdrusenPED
1913,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,390,222,417,236,Softdrusen
1914,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,426,207,510,237,SoftdrusenPED
1915,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,255,228,266,240,Softdrusen
1916,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,171,184,182,215,Reticulardrusen
1917,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,360,227,371,237,Harddrusen
1918,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,316,229,326,240,Harddrusen
1919,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,212,221,222,231,Harddrusen
1920,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,186,214,196,227,Harddrusen
1921,AMD Part1/AMD (3).E2E/2- 25- 2017 9- 13- 55 PM/Image 35.png,159,208,169,218,Harddrusen
